Age, Workclass,Education,Education Number,Marital Status,Occupation,Relationship,Race,Sex,Hours Per Week,Native Country,isGreater
25, Private, Some-college,10, Never-married, Other-service, Own-child, Black, Male,42, United-States, false
17, Private,11th,7, Never-married, Other-service, Own-child, White, Male,25, United-States, false
20, Private, Some-college,10, Never-married, Farming-fishing, Own-child, White, Male,40, United-States, false
19, Private, Some-college,10, Never-married, Other-service, Other-relative, Black, Male,35, United-States, false
71, Federal-gov, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, true
31, Private, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, false
26, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,55, United-States, false
52, Private, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, false
26, Private, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,40, United-States, false
38, Private, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, White, Male,45, United-States, false
25, Private, Some-college,10, Never-married, Other-service, Not-in-family, White, Male,40, United-States, false
22, Private, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,9, United-States, false
48, State-gov, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,40, United-States, true
53, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, true
30, Self-emp-not-inc, Assoc-acdm,12, Divorced, Craft-repair, Not-in-family, White, Male,50, United-States, false
44, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,60, United-States, true
32, Federal-gov, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,56, United-States, true
59, Self-emp-not-inc,11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,20, United-States, false
49, Private, Some-college,10, Divorced, Handlers-cleaners, Unmarried, Black, Female,40, United-States, false
65, ?, HS-grad,9, Married-civ-spouse, ?, Husband, Amer-Indian-Eskimo, Male,40, United-States, false
31, Private, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,50, United-States, true
53, Private,5th-6th,3, Married-civ-spouse, Craft-repair, Husband, Other, Male,40, Puerto-Rico, true
44, Private,9th,5, Never-married, Machine-op-inspct, Not-in-family, White, Male,40, United-States, false
36, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,55, Japan, true
36, Private, HS-grad,9, Never-married, Sales, Not-in-family, White, Female,40, United-States, false
37, Private,9th,5, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,50, United-States, true
63, ?, Bachelors,13, Married-civ-spouse, ?, Husband, White, Male,54, United-States, true
67, Self-emp-inc, HS-grad,9, Married-civ-spouse, Prof-specialty, Wife, White, Female,30, England, true
29, Private, Bachelors,13, Never-married, Sales, Unmarried, Black, Male,40, United-States, false
52, Private, HS-grad,9, Divorced, Sales, Not-in-family, White, Male,40, United-States, false
37, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, false
21, Private, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,40, United-States, false
36, Private, Some-college,10, Divorced, Exec-managerial, Unmarried, Black, Female,38, United-States, false
24, Private, HS-grad,9, Never-married, Machine-op-inspct, Other-relative, Black, Female,30, United-States, false
31, Private, HS-grad,9, Never-married, Exec-managerial, Own-child, Black, Male,40, United-States, false
54, Federal-gov, HS-grad,9, Widowed, Adm-clerical, Unmarried, White, Female,35, United-States, false
44, Private, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male,40, United-States, false
18, Private, Some-college,10, Never-married, Handlers-cleaners, Own-child, Other, Male,30, United-States, false
41, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Wife, White, Female,40, United-States, false
37, Self-emp-inc, Masters,14, Divorced, Exec-managerial, Not-in-family, White, Female,70, United-States, false
30, Private, HS-grad,9, Never-married, Other-service, Not-in-family, Black, Male,40, ?, false
26, State-gov, Bachelors,13, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,20, India, false
68, Self-emp-not-inc, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,50, Canada, false
31, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,40, United-States, false
48, Private, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,40, United-States, false
80, ?, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,8, United-States, false
26, Private, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,40, United-States, false
63, Private,9th,5, Married-civ-spouse, Transport-moving, Husband, White, Male,40, United-States, false
19, Private, Some-college,10, Never-married, Machine-op-inspct, Own-child, White, Male,20, United-States, false
30, ?, Some-college,10, Never-married, ?, Own-child, White, Female,30, United-States, false
42, Self-emp-inc, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,60, United-States, false
64, Federal-gov, Assoc-acdm,12, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,40, United-States, true
32, Private, Bachelors,13, Never-married, Transport-moving, Not-in-family, White, Male,40, United-States, false
50, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,47, United-States, false
73, Private, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,40, Philippines, false
32, Private, Bachelors,13, Never-married, Prof-specialty, Not-in-family, Black, Female,40, United-States, false
53, Private, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,45, United-States, true
58, Private, Bachelors,13, Divorced, Sales, Not-in-family, White, Male,40, United-States, false
37, Local-gov, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, true
24, Private, Some-college,10, Never-married, Craft-repair, Own-child, White, Male,15, United-States, false
53, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, United-States, true
23, Private, Some-college,10, Never-married, Exec-managerial, Own-child, Other, Female,40, United-States, false
42, ?, Assoc-acdm,12, Never-married, ?, Other-relative, White, Female,40, United-States, false
30, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Other-relative, White, Female,40, United-States, false
38, Private, Bachelors,13, Never-married, Other-service, Own-child, White, Female,35, United-States, false
28, Private, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,40, United-States, false
19, Private,12th,8, Never-married, Other-service, Own-child, White, Female,20, United-States, false
45, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,40, United-States, false
26, Private, Bachelors,13, Never-married, Adm-clerical, Own-child, White, Male,40, United-States, false
33, Private,9th,5, Never-married, Sales, Unmarried, White, Female,40, United-States, false
29, Private, HS-grad,9, Never-married, Farming-fishing, Not-in-family, White, Male,50, ?, false
54, Private, Masters,14, Married-civ-spouse, Exec-managerial, Wife, White, Female,55, United-States, true
23, Private, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Female,50, United-States, false
43, Self-emp-inc, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,55, United-States, true
37, Private,9th,5, Never-married, Priv-house-serv, Not-in-family, White, Female,30, El-Salvador, false
31, Private,7th-8th,4, Married-civ-spouse, Other-service, Husband, White, Male,40, Mexico, false
56, Self-emp-inc,12th,8, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, false
25, Private,11th,7, Never-married, Craft-repair, Own-child, White, Male,40, United-States, false
17, Private,11th,7, Never-married, Other-service, Own-child, Black, Female,25, United-States, false
37, Private, HS-grad,9, Widowed, Adm-clerical, Unmarried, White, Female,68, United-States, false
60, Private, Assoc-voc,11, Married-civ-spouse, Tech-support, Husband, White, Male,40, United-States, false
59, Federal-gov, Bachelors,13, Married-spouse-absent, Exec-managerial, Not-in-family, White, Female,40, United-States, false
59, Federal-gov, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, true
46, Self-emp-not-inc, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States, true
28, ?, HS-grad,9, Married-civ-spouse, ?, Other-relative, White, Male,16, United-States, false
33, ?, HS-grad,9, Never-married, ?, Not-in-family, White, Male,40, United-States, false
24, Private, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,50, United-States, false
29, Private, HS-grad,9, Married-civ-spouse, Other-service, Wife, White, Female,40, United-States, true
33, Self-emp-not-inc, Assoc-voc,11, Divorced, Other-service, Unmarried, White, Female,99, United-States, false
29, ?, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,40, Dominican-Republic, false
23, State-gov, Some-college,10, Never-married, Protective-serv, Not-in-family, White, Male,40, United-States, false
20, Private, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,25, Nicaragua, false
60, Private, HS-grad,9, Widowed, Other-service, Not-in-family, White, Female,44, United-States, false
44, Private,10th,6, Never-married, Sales, Unmarried, Other, Female,35, Dominican-Republic, false
18, Private, HS-grad,9, Never-married, Transport-moving, Own-child, White, Male,25, United-States, false
52, Federal-gov,12th,8, Never-married, Other-service, Unmarried, Black, Female,40, United-States, false
31, Private, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,45, United-States, false
30, Private, Bachelors,13, Widowed, Prof-specialty, Unmarried, White, Female,55, United-States, true
33, Private, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,40, United-States, false
20, Private, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,32, United-States, false
27, ?, Bachelors,13, Married-civ-spouse, ?, Wife, Black, Female,35, ?, true
33, Private, Assoc-voc,11, Separated, Adm-clerical, Own-child, Black, Female,50, United-States, false
25, Private, HS-grad,9, Never-married, Other-service, Not-in-family, Black, Female,35, United-States, false
63, Private, HS-grad,9, Separated, Craft-repair, Not-in-family, White, Female,20, United-States, false
63, Self-emp-not-inc, Some-college,10, Widowed, Exec-managerial, Not-in-family, White, Male,35, United-States, false
43, Private, HS-grad,9, Separated, Sales, Not-in-family, White, Female,30, United-States, false
58, Private,11th,7, Widowed, Machine-op-inspct, Not-in-family, White, Female,40, United-States, false
70, ?, Assoc-voc,11, Widowed, ?, Unmarried, White, Female,35, United-States, false
35, Private, Assoc-voc,11, Never-married, Adm-clerical, Own-child, White, Female,40, United-States, true
42, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,55, United-States, true
20, Local-gov, Some-college,10, Never-married, Protective-serv, Own-child, White, Male,25, United-States, false
35, Private, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,40, United-States, false
62, Private,9th,5, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, false
41, Private, HS-grad,9, Divorced, Craft-repair, Unmarried, White, Female,50, United-States, false
43, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,35, United-States, false
19, Private,12th,8, Never-married, Machine-op-inspct, Own-child, White, Male,40, United-States, false
46, Private, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,40, United-States, false
47, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,50, United-States, true
36, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, true
45, Private, Assoc-acdm,12, Never-married, Adm-clerical, Not-in-family, Black, Female,40, United-States, false
48, Private,10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,30, United-States, false
29, Private, Assoc-acdm,12, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,40, United-States, false
48, State-gov, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, true
36, Private, HS-grad,9, Divorced, Sales, Unmarried, Black, Female,25, United-States, false
58, Private,11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, false
43, Private, HS-grad,9, Never-married, Adm-clerical, Not-in-family, Black, Female,40, United-States, false
59, Private, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,4, United-States, false
42, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, false
33, Federal-gov, Assoc-voc,11, Married-civ-spouse, Tech-support, Husband, White, Male,40, United-States, true
23, Federal-gov, Some-college,10, Never-married, Armed-Forces, Other-relative, White, Male,40, United-States, false
21, Private, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,25, United-States, false
48, Private,5th-6th,3, Divorced, Machine-op-inspct, Unmarried, Other, Female,40, Dominican-Republic, false
32, Local-gov, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, false
31, Private, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,50, United-States, true
66, Local-gov, Masters,14, Widowed, Prof-specialty, Not-in-family, White, Female,40, United-States, false
23, Local-gov, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Male,32, United-States, false
52, Private, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,35, United-States, true
17, Private,11th,7, Never-married, Handlers-cleaners, Own-child, White, Male,15, United-States, false
35, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,43, United-States, true
39, Private, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,55, United-States, true
21, ?, Some-college,10, Never-married, ?, Not-in-family, White, Female,10, United-States, false
24, Private, Some-college,10, Never-married, Adm-clerical, Unmarried, White, Female,40, United-States, false
45, Private, HS-grad,9, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,84, Japan, true
25, Private, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,50, United-States, false
29, Federal-gov, Bachelors,13, Never-married, Prof-specialty, Not-in-family, Black, Male,40, United-States, false
56, Private, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,44, United-States, true
34, Self-emp-not-inc, HS-grad,9, Divorced, Farming-fishing, Not-in-family, White, Male,40, United-States, false
64, Local-gov, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,40, United-States, true
27, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,39, United-States, false
47, Private, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, White, Male,40, United-States, false
36, Private, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male,42, United-States, true
44, Federal-gov, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, White, Male,40, United-States, false
31, Private, HS-grad,9, Never-married, Farming-fishing, Not-in-family, Black, Female,60, United-States, false
23, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Other-relative, White, Female,35, United-States, false
45, Local-gov, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,50, United-States, true
31, Local-gov, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Male,64, United-States, false
45, Private,10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,60, United-States, false
42, Private, HS-grad,9, Never-married, Adm-clerical, Unmarried, Black, Female,35, ?, false
33, Private, Assoc-acdm,12, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States, true
33, Local-gov, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,40, United-States, false
30, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,20, United-States, true
25, Private, Some-college,10, Never-married, Machine-op-inspct, Not-in-family, White, Male,42, United-States, false
33, Private, Masters,14, Never-married, Exec-managerial, Not-in-family, White, Female,32, ?, false
70, Self-emp-not-inc, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,8, United-States, true
22, Private,9th,5, Never-married, Transport-moving, Own-child, White, Male,40, United-States, false
30, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,40, United-States, true
46, Private, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, United-States, true
43, Self-emp-not-inc,12th,8, Married-civ-spouse, Transport-moving, Husband, White, Male,60, United-States, false
37, Private,7th-8th,4, Never-married, Machine-op-inspct, Own-child, White, Female,25, United-States, false
59, Self-emp-inc, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,60, United-States, true
51, Self-emp-not-inc, HS-grad,9, Never-married, Farming-fishing, Unmarried, White, Male,45, United-States, false
47, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,65, Japan, false
36, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,60, United-States, false
73, Local-gov,5th-6th,3, Married-civ-spouse, Prof-specialty, Husband, White, Male,6, United-States, false
32, Local-gov, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,40, United-States, false
34, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,50, United-States, false
51, Local-gov, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,40, United-States, false
20, Private, HS-grad,9, Never-married, Machine-op-inspct, Unmarried, White, Female,45, United-States, false
57, Private, Some-college,10, Married-civ-spouse, Other-service, Husband, Other, Male,40, Mexico, false
19, Private, Some-college,10, Never-married, Other-service, Own-child, White, Male,20, United-States, false
45, Private,12th,8, Married-civ-spouse, Sales, Husband, White, Male,40, United-States, true
55, Private,10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, false
60, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,40, United-States, false
19, Private, HS-grad,9, Never-married, Farming-fishing, Not-in-family, White, Male,40, United-States, false
35, Private, HS-grad,9, Married-civ-spouse, Tech-support, Husband, White, Male,40, United-States, false
20, Private, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Female,30, United-States, false
34, Local-gov, Bachelors,13, Never-married, Prof-specialty, Other-relative, Black, Male,15, United-States, false
26, Private, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States, true
73, Federal-gov, Some-college,10, Widowed, Tech-support, Not-in-family, White, Female,40, United-States, false
27, Private, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,55, United-States, false
37, Self-emp-not-inc, Assoc-voc,11, Never-married, Farming-fishing, Own-child, White, Male,84, United-States, false
73, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,40, United-States, false
46, Federal-gov, Assoc-voc,11, Married-civ-spouse, Tech-support, Husband, White, Male,40, United-States, true
36, Local-gov, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Male,40, United-States, false
54, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,60, United-States, true
49, Private,11th,7, Married-civ-spouse, Other-service, Husband, White, Male,50, United-States, false
68, Local-gov, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,40, United-States, false
34, Private, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,50, United-States, false
30, Private, Assoc-voc,11, Never-married, Prof-specialty, Not-in-family, Black, Male,40, United-States, false
28, Private, Bachelors,13, Never-married, Sales, Unmarried, White, Male,50, United-States, false
28, Private,11th,7, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, United-States, true
25, Local-gov, Some-college,10, Married-civ-spouse, Other-service, Husband, White, Male,40, United-States, false
26, Private, Some-college,10, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,40, Philippines, false
40, Private, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,55, United-States, true
32, Local-gov, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,40, United-States, false
60, ?,11th,7, Married-spouse-absent, ?, Unmarried, Black, Female,20, United-States, false
18, Private,12th,8, Never-married, Priv-house-serv, Not-in-family, White, Female,30, United-States, false
36, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Black, Male,40, United-States, false
26, Private, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Female,40, United-States, false
24, Private, HS-grad,9, Never-married, Prof-specialty, Own-child, White, Female,45, United-States, false
90, Local-gov, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,40, United-States, false
20, Private, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,40, Mexico, false
27, Private, Bachelors,13, Separated, Tech-support, Own-child, White, Male,50, United-States, false
58, Local-gov, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Female,50, United-States, false
37, Private, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, true
65, ?, HS-grad,9, Widowed, ?, Unmarried, White, Female,75, United-States, false
28, Private, HS-grad,9, Never-married, Exec-managerial, Not-in-family, White, Male,40, United-States, false
36, Local-gov, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Female,60, United-States, false
45, Local-gov, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, true
23, Private, HS-grad,9, Never-married, Sales, Not-in-family, White, Male,48, United-States, false
69, Local-gov, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,35, United-States, false
58, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, false
22, Private, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Male,20, United-States, false
58, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Farming-fishing, Husband, White, Male,35, United-States, false
53, Federal-gov, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,60, United-States, true
44, Self-emp-inc, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,60, United-States, false
31, Private,10th,6, Never-married, Other-service, Not-in-family, White, Male,40, United-States, false
46, Private, Bachelors,13, Divorced, Machine-op-inspct, Unmarried, Other, Female,40, Puerto-Rico, false
48, Private, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,40, United-States, false
46, Federal-gov, Some-college,10, Separated, Adm-clerical, Unmarried, White, Female,40, United-States, false
43, Private,9th,5, Never-married, Machine-op-inspct, Unmarried, Black, Female,40, United-States, false
43, Private, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,40, United-States, false
17, Self-emp-inc,10th,6, Never-married, Sales, Own-child, White, Male,15, United-States, false
20, Private, Some-college,10, Never-married, Sales, Own-child, White, Male,40, United-States, false
22, Private, Some-college,10, Never-married, Prof-specialty, Not-in-family, White, Female,35, United-States, false
19, ?, Some-college,10, Never-married, ?, Own-child, White, Male,35, United-States, false
35, Private, Some-college,10, Divorced, Other-service, Unmarried, White, Female,40, United-States, false
29, Private, Bachelors,13, Never-married, Tech-support, Not-in-family, White, Male,40, United-States, false
18, ?, Some-college,10, Never-married, ?, Own-child, White, Female,40, United-States, false
25, Private, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,35, United-States, false
54, Private,10th,6, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States, false
23, Private, Some-college,10, Married-civ-spouse, Sales, Own-child, White, Female,16, United-States, false
36, Private,5th-6th,3, Separated, Priv-house-serv, Unmarried, Other, Female,35, Mexico, false
26, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,50, United-States, false
25, Local-gov, HS-grad,9, Never-married, Other-service, Own-child, White, Male,40, United-States, false
46, Private,9th,5, Divorced, Other-service, Unmarried, White, Female,40, United-States, false
41, Private, Some-college,10, Divorced, Craft-repair, Not-in-family, White, Female,50, United-States, false
31, Private, HS-grad,9, Never-married, Prof-specialty, Own-child, White, Male,40, United-States, false
48, Federal-gov, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States, true
52, Self-emp-inc, Masters,14, Divorced, Exec-managerial, Not-in-family, Black, Female,50, United-States, false
22, Federal-gov, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,43, United-States, false
18, Private, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,25, United-States, false
46, Private, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,40, United-States, false
34, Local-gov, Some-college,10, Never-married, Protective-serv, Own-child, White, Male,40, United-States, false
30, Federal-gov, HS-grad,9, Married-civ-spouse, Armed-Forces, Other-relative, Amer-Indian-Eskimo, Male,48, United-States, false
31, Private,11th,7, Never-married, Other-service, Not-in-family, White, Male,40, United-States, false
21, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, false
41, Self-emp-not-inc, HS-grad,9, Divorced, Sales, Not-in-family, White, Male,45, United-States, false
45, State-gov, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,60, United-States, true
30, State-gov, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Male,40, United-States, false
21, Private,9th,5, Never-married, Other-service, Unmarried, White, Male,35, Mexico, false
44, Private, Some-college,10, Divorced, Sales, Unmarried, White, Female,46, United-States, false
54, Private,11th,7, Divorced, Craft-repair, Own-child, White, Female,50, United-States, true
36, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, true
50, Private, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,50, United-States, true
26, Private, Bachelors,13, Never-married, Prof-specialty, Unmarried, Black, Female,35, United-States, false
47, Local-gov, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,35, United-States, false
36, Private, HS-grad,9, Never-married, Other-service, Own-child, White, Male,37, United-States, false
32, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,60, United-States, false
21, Private,10th,6, Never-married, Other-service, Not-in-family, White, Female,35, United-States, false
30, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,45, United-States, false
34, Private, HS-grad,9, Never-married, Priv-house-serv, Not-in-family, White, Female,40, Mexico, false
51, Private, HS-grad,9, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,45, Columbia, false
55, Self-emp-not-inc,10th,6, Married-civ-spouse, Transport-moving, Husband, White, Male,50, United-States, false
43, Private, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, United-States, false
37, Private, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Male,30, United-States, false
28, Local-gov, Some-college,10, Never-married, Exec-managerial, Own-child, White, Female,40, United-States, false
39, Private, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,50, United-States, false
35, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, false
59, ?, Masters,14, Married-civ-spouse, ?, Husband, White, Male,20, United-States, false
26, Private, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,36, United-States, false
68, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, United-States, false
46, Private, Prof-school,15, Divorced, Prof-specialty, Not-in-family, White, Male,40, United-States, true
21, Private, HS-grad,9, Never-married, Other-service, Own-child, White, Male,37, United-States, false
23, Private, Some-college,10, Never-married, Sales, Own-child, White, Female,20, United-States, false
17, Private,10th,6, Married-civ-spouse, Sales, Own-child, White, Female,30, United-States, false
23, Local-gov, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,40, United-States, false
34, Private, HS-grad,9, Widowed, Adm-clerical, Unmarried, White, Male,15, United-States, false
33, Private, Assoc-acdm,12, Never-married, Prof-specialty, Not-in-family, White, Female,40, United-States, false
31, Private, Assoc-acdm,12, Separated, Transport-moving, Not-in-family, White, Male,45, United-States, false
31, ?, Bachelors,13, Married-civ-spouse, ?, Wife, White, Female,30, Canada, false
56, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,40, United-States, false
21, Private, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,40, United-States, false
45, Private, HS-grad,9, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,40, Japan, false
41, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, true
26, Private,10th,6, Divorced, Handlers-cleaners, Not-in-family, White, Female,30, United-States, false
